"id","k","c1","c2","lt","unitVolume","initialStock"
48363,0.95,13.86,984.87,3,43.0975,17
48364,0.18,3.82,22.86,4,3.987,14
48365,1.52,7,584.7,8,13.6476,19
48366,0.5,7.76,714.34,4,25.8763,11
48367,1.53,9.84,48.4,4,5.5205,19
48368,0.99,5.41,110.4,4,32.2519,10
48369,0.36,4.21,384.26,5,3.2213,7
48370,0.5,2.11,102.94,7,29.7941,25
48371,1.65,11.35,747.51,5,22.4448,22
48372,1.17,11.32,693.34,5,23.1864,12
48373,4.6,11.93,1117.53,7,9.9655,37
48374,0.18,6.7,67.9,5,46.0745,12
48375,0.28,4.73,29.42,4,52.5002,13
48376,0.83,5.95,365.91,3,46.0735,14
48377,0.27,1.2,45.86,10,5.8474,16
48378,0.8,3.16,133.4,6,3.3217,26
48379,1.44,11.36,169.53,4,13.1959,20
48380,1.8,4.37,358.3,5,5.8139,14
48381,0.47,8.73,408.29,4,67.2458,7
48382,0.51,4.29,108.13,4,22.9492,16
48383,0.89,5.35,45.47,4,23.252,14
48384,0.46,4.93,395.09,4,27.5961,5
48385,0.15,3.87,107.54,3,49.638,9
48386,0.13,3.09,246.29,4,1.7125,5
48387,0.51,8.25,85.59,3,28.3091,7
48388,3.55,7.04,280.36,9,0.2984,53
48389,0.2,2.02,24.79,6,5.0477,13
48390,0.77,6.3,214.9,4,43.8599,9
48391,0.9,9.29,186.82,5,7.0194,18
48392,1.7,11.92,60.83,5,2.5353,20
48393,0.67,13.68,1045.12,4,13.2631,9
48394,0.95,10.45,859.25,5,6.3211,22
48395,1.85,12.48,104.9,5,3.6649,26
48396,1.75,13.15,124.29,5,25.787,30
48397,0.45,12.84,430.36,4,14.5394,11
48398,0.32,2.5,218.41,5,23.8874,9
48399,1.14,13.94,108.52,5,2.5942,13
48400,0.61,8.17,326.85,3,77.395,7
48401,2,12.58,873.47,4,16.0076,24
48402,0.87,6.19,59.69,5,8.617,29
48403,0.42,6.29,37.11,4,44.5206,15
48404,1.15,9.39,908.7,4,24.3225,8
48405,0.78,11.18,862.39,5,8.6256,12
48406,1.17,10.63,386.01,4,3.6938,24
48407,2.42,13.2,291.91,5,9.9403,34
48408,1.15,4.62,109.11,4,43.5892,23
48409,0.62,3.47,106.1,5,31.535,26
48410,0.48,6.42,334.21,4,54.6771,7
48411,0.55,9.14,46.97,3,12.8742,8
48412,0.15,12.5,549.87,4,56.4069,5
48413,1.8,8.52,578.64,4,30.9461,24
48414,0.63,7.14,90.63,4,29.0525,12
48415,5.23,6.59,74.74,8,15.074,45
48416,0.64,11.01,86.56,4,15.5697,13
48417,0.26,6.84,221.27,3,9.3736,8
48418,5.29,10.44,969.26,8,7.7955,29
48419,1.42,8.02,42.96,6,7.1037,27
48420,0.12,4.04,58.59,3,51.531,6
48421,3.49,8.07,118.26,6,8.7326,13
48422,1.27,7.24,303.83,3,3.7688,22
48423,1.82,12.33,511.85,5,13.9395,23
48424,0.42,2.68,11.83,5,29.022,29
48425,0.72,8.25,679.56,5,35.6148,18
48426,0.51,10.36,246.3,6,19.3284,12
48427,0.06,1.91,33.49,3,51.8174,9
48428,13.69,8.31,284.41,9,2.0565,81
48429,2.46,6.83,325.76,5,25.119,38
48430,0.42,6.01,164.31,5,31.5381,24
48431,0.66,1.13,4.57,10,8.6935,34
48432,1.61,10.25,853.74,3,29.6942,22
48433,0.32,2.27,38.29,3,5.736,8
48434,3.5,10.65,161.27,9,2.8067,36
48435,1.36,10.46,299.01,5,26.061,17
48436,0.14,2.65,35.6,4,4.8035,6
48437,1.28,11.31,115.77,3,33.0527,14
48438,1.97,13.94,85.43,4,18.0846,6
48439,0.98,8.97,75.8,4,8.9616,9
48440,1.38,11.69,53.06,3,11.7252,26
48441,1.38,10.67,187.07,6,4.5544,12
48442,0.83,9.59,74.21,5,35.7888,18
48443,1.21,8.79,59.01,4,35.5789,21
48444,0.85,3.53,342.28,7,9.5473,20
48445,23.98,13.3,1211.65,10,12.4522,32
48446,1.31,11.88,474.49,5,0.6158,24
48447,0.64,13.61,274.31,4,66.289,7
48448,1.01,2.38,33.39,6,25.2117,17
48449,2.25,3.89,120.77,6,1.4745,25
48450,5.14,6.7,53.86,12,2.8272,18
48451,0.55,4.56,152.07,5,34.1754,17
48452,1.66,12.96,73.57,6,37.5084,11
48453,1.55,5.82,97.56,6,1.8905,19
48454,12.29,8.11,180.22,11,9.5853,61
48455,4.15,9,541.82,5,18.5606,19
48456,13.2,12.18,95.95,12,9.8224,41
48457,0.84,7.1,56.58,6,35.9024,10
48458,1.88,13.85,434.31,6,5.5922,24
48459,0.51,1.94,106.61,6,28.7261,21
48460,0.89,13.04,150.84,4,52.9089,15
48461,2.19,13.8,727.95,6,10.2241,23
48462,0.89,6.62,31.71,4,28.0239,15
48463,1.32,9.25,131.86,8,19.382,6
48464,1.99,12.41,57.32,3,24.5832,9
48465,0.96,9.23,708.97,4,45.3374,13
48466,12.76,10.62,166.15,14,0.2125,79
48467,0.9,10.06,43.02,3,56.1478,13
48468,0.47,2.53,96.53,3,27.0636,19
48469,0.51,6.05,102.03,4,30.7152,18
48470,0.38,3.4,159.57,5,34.1577,28
48471,0.69,5.14,125.26,3,14.2896,17
48472,0.76,13.14,125.58,3,5.1685,9
48473,0.66,7.64,517.86,4,39.6179,20
48474,0.32,4.79,468.81,4,18.808,9
48475,0.56,6.3,622.99,6,18.9077,32
48476,1.25,2.69,199.15,14,10.824,25
48477,0.61,5.75,33.09,5,20.6611,16
48478,4.31,7.32,558.69,6,18.7834,35
48479,2.4,8.53,179.48,7,15.7231,13
48480,1,5.84,567.57,5,2.9118,36
48481,1.52,8.45,35.92,6,15.2299,42
48482,1.44,12.61,77.15,3,1.8455,19
48483,3.46,8.26,122.81,8,8.3783,37
48484,0.6,11.9,116.67,5,46.2432,13
48485,0.39,5.05,366.44,5,15.1079,20
48486,0.6,8.13,539.44,6,35.8637,22
48487,0.72,9.86,241.07,4,21.0112,6
48488,0.78,4.3,107.86,3,5.5357,8
48489,0.32,3.49,290.97,6,5.9961,8
48490,0.47,6.52,478.31,4,12.4597,9
48491,1.53,12.22,227.17,5,24.5856,20
48492,0.75,13.77,1183.82,5,35.0334,12
48493,1.23,8.72,51.51,5,15.6908,30
48494,0.44,5.93,570.41,6,8.3212,17
48495,0.42,6.03,131.07,4,33.1077,6
48496,0.48,3.46,258.2,4,16.1429,13
48497,0.79,1.23,40.5,9,14.1847,45
48498,1.19,3.87,27.95,8,14.554,30
48499,0.26,1.31,43.8,5,24.5199,15
48500,1.14,9.3,132.23,6,16.5149,33
48501,0.31,7.51,80.57,5,38.4433,15
48502,5.08,10.46,1020.48,6,23.3108,35
48503,1.67,12.41,381.15,5,36.968,6
48504,1.49,10.08,129.95,4,34.0757,19
48505,0.1,1.07,83.68,9,28.6526,6
48506,0.94,8.09,696.41,4,34.5352,15
48507,3.85,9.75,672.03,8,4.0579,20
48508,1.37,6.34,30.76,5,14.0037,40
48509,0.07,1.4,23.59,5,32.7465,14
48510,13.26,10.7,471.36,9,4.2747,83
48511,3.37,5.29,162.25,9,6.3212,34
48512,1.36,9.73,415.85,5,1.6923,16
48513,2.43,12.98,865.65,6,1.8981,23
48514,0.58,4.45,271.33,4,20.7738,18
48515,0.11,1.54,10.61,3,48.727,9
48516,0.46,6.1,277.97,5,7.0803,7
48517,1,9.26,249.74,4,29.6787,12
48518,1.53,11.26,789.77,3,60.3166,20
48519,1.07,11.27,607.91,4,7.8025,13
48520,0.4,5.76,157.84,3,63.4203,12
48521,1.51,4.68,172.61,9,21.3104,40
48522,0.52,6.75,485.95,4,49.8541,14
48523,4.41,5.25,256.33,9,18.7182,23
48524,0.85,12.83,512.41,3,25.7437,9
48525,0.43,5.21,67.09,5,20.2078,18
48526,0.73,4.9,205.46,4,2.2064,23
48527,0.6,4.89,209.72,5,27.8178,28
48528,0.35,10.29,230.46,3,32.9708,5
48529,1.9,11.71,883.5,3,7.3788,27
48530,0.28,1.77,161.76,3,36.5615,20
48531,0.22,3.89,247.84,3,46.7009,15
48532,0.25,3.04,90.74,6,21.0303,18
48533,0.43,7.07,86.05,3,70.0014,6
48534,0.71,12.55,184.99,5,13.3022,10
48535,1.2,11.29,61.97,6,6.7173,20
48536,1.98,11.01,664.27,3,41.3578,13
48537,0.95,2.66,99.52,5,1.3151,23
48538,5.82,11.84,523.23,7,12.0436,59
48539,1.38,8.29,70.55,4,2.9153,11
48540,0.11,1.72,50.09,4,58.3363,9
48541,0.43,6.05,287.22,3,29.8568,8
48542,1,8.87,68.69,6,13.0001,17
48543,0.35,2.19,53.05,6,25.2296,39
48544,0.58,2.58,195.96,4,32.0542,31
48545,0.49,3.94,48.68,5,10.2407,11
48546,1.11,12.01,281.4,4,37.4863,11
48547,0.74,4.6,79.82,9,25.6503,33
48548,2.42,5.78,559.98,8,11.9829,43
48549,1.44,11.42,502.47,4,29.9,9
48550,1.61,12.07,180.32,3,15.576,25
48551,0.6,4.9,134.05,4,41.0382,20
48552,0.6,1.97,22.12,10,22.3282,30
48553,13.15,12.21,150.49,14,1.0668,105
48554,1.78,11.53,257.72,5,4.5548,37
48555,5.63,13.23,1214.84,8,18.7102,26
48556,0.59,1.81,161.55,8,7.5012,28
48557,0.2,2.92,56.84,4,25.864,4
48558,2.65,10.45,716.37,8,8.2699,30
48559,1.47,11.59,56.88,8,6.5724,9
48560,3.88,7.98,85.43,9,11.9996,31
48561,5.59,12.82,285.35,8,14.4842,35
48562,9.7,5.61,206.45,14,5.9956,91
48563,0.1,1.27,113.32,4,5.8078,16
48564,0.32,4.19,159.47,4,47.6774,14
48565,1.02,10.45,393.69,4,5.2421,8
48566,2.64,13.95,55.98,4,14.297,36
48567,0.51,6.14,160.16,4,41.4063,9
48568,0.35,6.13,43.49,4,22.2355,8
48569,0.43,6.71,296.72,3,65.0366,4
48570,0.56,10.87,1060.8,5,19.3984,5
48571,0.86,13.9,232.31,4,1.559,13
48572,0.76,4.68,187.99,4,8.4919,9
48573,0.94,4.85,335.4,4,24.4635,44
48574,0.87,5.4,153.3,5,7.0785,7
48575,0.61,9.56,384.41,3,16.995,3
48576,1.67,1.35,62.4,11,9.0716,69
48577,1.45,8.09,54.07,6,15.9362,26
48578,0.98,7.09,318.31,6,25.0005,20
48579,3.54,11.45,1144.7,6,7.1085,13
48580,0.24,1.91,66.57,4,24.7505,8
48581,6.17,13.98,1350.25,8,12.6718,54
48582,0.15,2.97,41.86,6,40.586,22
48583,0.4,5.24,38.53,4,37.4026,9
48584,0.61,13.3,195.91,3,23.2233,6
48585,1.01,6.09,407.28,4,11.3342,33
48586,0.6,1.85,47.86,8,7.5315,37
48587,1.72,4.3,90.99,7,6.0363,27
48588,1.03,13.16,747.85,4,19.0878,13
48589,4.21,13.76,228.73,8,12.0933,44
48590,1.93,13.91,310.8,3,51.3758,25
48591,0.74,4.79,20.04,5,25.6561,20
48592,0.97,5.83,43.24,4,30.9425,23
48593,1.58,9.53,443.55,4,23.2161,25
48594,1.07,6.17,35,4,7.7352,34
48595,0.49,3.39,198.72,4,32.3079,26
48596,0.62,10.45,502.35,3,46.0545,3
48597,0.15,2.03,112.32,4,30.6807,8
48598,0.17,2.75,81.66,4,1.8723,12
48599,3.95,3.03,171.86,13,7.0663,45
48600,0.4,4.98,20.02,3,31.4877,15
48601,2.07,13.85,235.6,3,19.9345,25
48602,1.72,4.56,264.17,11,13.6704,19
48603,1.05,3.68,348.51,9,0.4829,51
48604,1.68,4.61,275.59,5,27.5956,27
48605,0.92,12.93,406.58,4,57.2635,8
48606,0.12,1.12,5.31,4,26.5539,18
48607,0.29,4.37,24.29,3,55.1857,6
48608,0.5,6.54,298.67,3,49.2467,11
48609,3.29,5.13,156.65,8,11.3041,20
48610,0.48,3.03,81.68,5,20.0202,12
48611,0.34,3.28,28.75,4,46.7065,6
48612,0.21,1.48,88.63,3,46.3269,16
48613,0.98,11.77,351.26,3,60.0226,8
48614,1.88,10.89,165.45,8,3.6818,26
48615,0.64,11.3,877.05,4,61.5843,12
48616,3.8,8.57,713.77,7,8.7474,52
48617,0.91,11.9,131.97,4,13.4219,22
48618,0.93,9.9,305.61,4,16.4716,12
48619,2.56,13.56,757.45,4,2.5548,27
48620,2.16,9.2,586.13,4,14.0066,24
48621,3,6.24,433.88,10,14.4043,62
48622,0.18,2.99,47.57,4,71.0213,5
48623,3.04,5.15,44.96,15,1.0218,43
48624,1.12,1.18,22.4,9,17.746,45
48625,1.75,1.57,131.55,10,10.1054,39
48626,7.44,13.26,726.66,9,22.7671,9
48627,0.43,6.9,221.94,5,40.9644,14
48628,2.21,7.53,36.54,7,20.3327,21
48629,3.58,10.69,66.9,5,7.2606,26
48630,1.61,13.28,78.42,6,16.5684,19
48631,0.55,8.63,584.75,6,19.0503,6
48632,0.43,2.84,138.46,7,12.4554,11
48633,0.87,9.56,881.43,4,16.2259,12
48634,0.27,2.2,130.68,4,38.2594,16
48635,1.34,12.72,878.03,5,22.2394,25
48636,3.96,12.41,1149.64,9,15.4934,13
48637,2.44,10.35,273.32,6,34.9098,7
48638,1.13,7.33,215.19,5,25.3358,26
48639,3.98,6.9,330.98,9,9.4113,31
48640,0.54,7.09,56.11,4,27.7375,4
48641,10.04,10.71,53.47,7,11.1228,72
48642,1.17,6.89,112.5,3,30.4658,17
48643,1.89,5.42,186.8,7,26.8503,10
48644,0.24,5.87,62.64,3,47.8741,9
48645,1.92,13.47,960.37,4,5.4004,16
48646,1.34,13.12,243.74,5,36.9656,14
48647,1.69,11.44,601.01,4,31.1165,20
48648,0.56,9.59,726.07,6,11.7163,8
48649,1.22,12.07,309.34,4,18.0877,10
48650,2.24,11.35,1078.94,8,15.2889,16
48651,0.24,6.19,293.14,4,16.4506,13
48652,0.95,9.18,856.13,6,29.5257,14
48653,0.42,3.1,29.68,3,22.9476,29
48654,0.46,2.19,18.3,7,11.1773,11
48655,1.26,13.68,1331.23,3,6.1985,21
48656,1.66,12.43,165.45,6,28.863,33
48657,4.12,9.93,422.27,6,24.6131,15
48658,10.41,13.04,291.08,12,14.2102,49
48659,0.77,7.59,83.39,3,39.565,16
48660,1.71,12.28,1109.66,4,29.5915,20
48661,0.79,9.14,229.76,4,48.571,10
48662,1.69,9.88,149.53,4,28.258,31
48663,0.2,3.15,24.5,3,57.5852,9
48664,0.22,1.84,9.58,4,7.6553,19
48665,0.16,1.11,35.83,4,29.6,12
48666,1.07,8.12,796.37,6,5.0455,32
48667,0.38,1.26,31.87,5,0.8595,16
48668,1.37,7.85,202.11,6,0.7264,29
48669,0.92,9.06,138.82,3,26.5658,21
48670,1.33,9.84,156.42,4,11.2395,27
48671,0.39,7.02,109.21,5,49.3271,14
48672,1,12.9,889.79,3,40.8903,4
48673,3.32,4.96,425.67,8,5.5342,36
48674,0.82,4.62,26.46,4,31.236,37
48675,11.96,12.44,601.49,10,0.9008,56
48676,2.84,12.56,1242.42,4,45.0517,25
48677,1.68,11.6,600.48,4,2.5026,22
48678,0.22,2.48,79.98,4,34.7074,22
48679,1.93,13.03,839.33,6,21.1037,10
48680,6.98,11.12,54.1,9,2.6053,60
48681,0.67,6.48,264.9,5,3.3064,9
48682,0.65,8.94,718.36,3,17.4045,11
48683,1.78,11.37,108.51,4,9.0027,28
48684,4.05,3.59,167.64,13,7.2325,81
48685,1.66,13.34,1284.43,4,4.4722,21
48686,0.81,12.48,834.43,3,40.8986,15
48687,0.46,5.03,28.32,5,15.1737,16
48688,2.91,11.92,76.25,4,23.5429,19
48689,1.62,11.88,392.58,5,19.2643,19
48690,0.72,11.6,111.97,3,29.8764,14
48691,1.25,11.72,319.31,3,10.286,21
48692,0.73,8.34,395.78,4,31.1133,19
48693,0.14,1.02,9.34,4,13.3977,30
48694,1.72,5.14,208.01,7,15.2885,16
48695,0.35,7.07,222,5,0.9698,14
48696,0.91,7.44,711.53,3,39.592,9
48697,4.5,6.53,252.18,6,8.1775,45
48698,0.69,3.39,21.41,6,22.9591,17
48699,0.7,1.13,80.31,9,7.8256,37
48700,3.61,8.54,852.51,10,0.5074,56
48701,1.45,9.92,122.8,4,26.2493,11
48702,7.2,10.94,49.04,8,18.3048,17
48703,0.32,4.06,180.36,5,33.6719,9
48704,1.06,9.68,491.82,3,18.1218,6
48705,0.89,4.57,364.94,5,18.7389,23
48706,0.44,4.87,21.81,4,16.8346,27
48707,0.81,8.76,833.92,4,39.5765,8
48708,1.05,11.21,427.6,5,28.2098,13
48709,1.5,13.54,564.91,4,28.3911,13
48710,4.97,11.33,278.62,7,22.2574,30
48711,0.46,9.51,223.72,4,65.6966,4
48712,0.26,1.97,16.13,4,2.0624,22
48713,1.36,7.69,587.32,5,18.55,31
48714,0.56,10.11,372.09,5,38.834,17
48715,3.55,11.51,315.22,5,4.188,22
48716,1.16,9.71,366.08,5,12.3976,18
48717,0.74,3.63,37.22,3,2.238,33
48718,2.13,12.18,377.78,5,36.2545,13
48719,0.27,4.49,126.27,3,3.4013,7
48720,0.63,7.37,254.35,4,37.2037,22
48721,0.54,11.29,844.04,6,29.832,6
48722,0.23,1.75,115.99,5,3.9155,25
48723,1.5,4.54,18.2,5,2.0308,16
48724,0.61,4.36,419.27,4,65.0664,15
48725,3.23,12.04,864.67,6,4.6853,29
48726,0.16,3.59,305.5,3,20.2459,9
48727,0.18,1.72,26.37,5,19.7824,10
48728,1.21,10.99,159.22,10,26.0563,20
48729,1.67,11.67,133.34,3,1.9765,13
48730,4,12.83,213.6,6,10.618,35
48731,0.08,2.36,181.34,4,24.9527,5
48732,1.95,13.7,394.08,6,16.4146,20
48733,3.92,8.53,207.62,12,9.668,15
48734,0.36,5.58,41.67,4,12.0719,12
48735,0.69,8.28,785.95,3,22.5379,8
48736,0.82,11.16,581.21,5,24.1457,13
48737,2.45,12.23,65.51,6,3.0749,19
48738,1.46,12.59,371.66,6,24.0197,30
48739,0.71,2.51,248.09,5,20.7663,30
48740,1.68,6.62,325.79,7,13.1861,8
48741,1.15,8.24,751.33,4,30.0736,27
48742,0.3,1.82,24.43,4,8.4593,22
48743,0.81,9.99,50.82,4,27.4693,12
48744,0.85,5.89,79.31,5,14.502,10
48745,0.37,8.12,634.66,4,10.9467,14
48746,3.02,7.45,296.42,11,1.9177,32
48747,0.82,11.54,320.73,4,19.2859,11
48748,0.47,1.67,57.7,6,31.4477,6
48749,0.27,9.62,604.48,5,23.6409,12
48750,0.81,1.58,7.38,6,15.4876,30
48751,0.83,4,30.71,6,1.3705,28
48752,19.56,13.15,166.95,13,3.1759,111
48753,6.62,4.23,26.17,9,11.6828,54
48754,1.71,12.31,177.35,5,20.3969,21
48755,0.49,1.99,41.06,6,6.4311,34
48756,5.36,7.12,164.99,9,5.6039,45
48757,0.87,5.97,36.47,5,12.9203,18
48758,0.57,13.82,398.15,6,33.6863,6
48759,0.09,1.27,20.67,4,2.8379,17
48760,1.46,13.57,104,5,17.2129,13
48761,0.8,9.84,583.9,5,20.8407,4
48762,0.32,5.56,499.79,5,44.3152,5
48763,0.62,8.74,315.78,3,66.952,6
48764,1.05,3.92,207.31,10,8.4086,50
48765,2.94,4.71,406.87,9,13.6041,22
48766,1.01,13.82,848.45,4,19.0147,13
48767,0.48,6.56,138.42,5,1.4812,18
48768,0.74,4.96,31.86,4,21.5941,26
48769,4.21,5.82,400.18,8,1.229,65
48770,0.34,3.54,45.79,3,61.4757,6
48771,0.53,4.55,63.56,6,23.6092,35
48772,0.84,8.55,65.27,4,41.8192,10
48773,0.09,1.34,24.67,4,2.1701,10
48774,2.57,12.35,780,8,1.9752,9
48775,1.52,11.8,239.55,5,33.2798,15
48776,0.32,1.66,57.12,8,11.632,20
48777,0.77,7.95,126.35,3,51.4629,5
48778,7.7,13.09,154.86,10,16.0814,28
48779,1.72,9.53,233.71,5,14.2936,25
48780,0.74,4.07,389.22,6,5.9107,16
48781,0.35,3.46,28.76,4,40.4383,15
48782,0.51,3.66,309.08,4,25.6278,16
48783,1.49,10.58,158.63,4,16.0666,14
48784,0.26,5.95,454.49,4,50.1557,3
48785,1.43,13.62,650.17,3,23.1148,6
48786,2.55,7.72,284.96,7,4.2528,43
48787,0.58,2.25,78.9,7,19.8301,17
48788,1.66,9.2,527.82,4,7.592,12
48789,0.92,9.59,226.99,4,6.4021,19
48790,3.1,9.32,781.47,6,12.5141,36
48791,0.53,9.53,228.3,5,21.4765,11
48792,7.32,12.4,222.31,7,2.0544,17
48793,2.39,6.6,289.63,5,18.8061,42
48794,2.38,13.67,115.22,5,28.4169,22
48795,1.71,11.45,128.51,3,20.0017,25
48796,1.33,4.59,239.67,6,24.3697,27
48797,1.23,11.99,482.98,6,31.2606,26
48798,1.92,4.91,73.74,6,16.0145,45
48799,2.31,8.29,754.61,12,22.8104,9
48800,0.76,6.51,48.43,4,34.1748,22
48801,0.76,4.24,406.95,4,1.0847,34
48802,1.86,10.89,287.4,5,3.8227,13
48803,5.51,7.71,461.26,16,12.1272,20
48804,12.58,8.32,414.3,10,10.9719,47
48805,5.88,10.85,422.74,9,9.6829,62
48806,0.82,8.42,281.92,4,27.1928,7
48807,0.63,7.53,691.56,6,17.5196,24
48808,2.67,6.08,83.26,9,10.4826,44
48809,0.21,1.19,39.2,5,16.9282,38
48810,0.1,1.13,58.46,5,17.4815,19
48811,0.69,2.3,42.18,6,6.9634,19
48812,0.64,11.68,573.71,3,45.4484,13
48813,0.98,1.68,27.1,10,11.6314,16
48814,1.04,12.66,1064.99,5,36.5023,8
48815,0.67,5.06,51.43,4,19.8592,21
48816,0.2,1.5,21.04,3,13.0043,11
48817,10.13,12.18,648.6,14,8.8238,31
48818,0.85,10.83,223.28,6,8.7522,10
48819,0.69,10.02,46.61,4,54.9753,13
48820,0.13,1.3,86.16,4,15.1606,18
48821,1.23,5.28,45.83,6,13.2222,12
48822,1.08,9.67,324.42,4,36.6485,23
48823,4.85,5.05,42.61,16,1.3619,70
48824,0.51,4.91,398.18,4,25.5433,9
48825,1.77,10.9,974.21,5,18.0128,37
48826,1.66,10.77,489.55,4,20.0288,27
48827,0.75,5.38,447,3,18.8455,19
48828,2.55,6.8,85.05,7,13.6347,14
48829,0.39,3.71,58.34,5,22.324,9
48830,3.44,12.92,510.07,5,21.8267,27
48831,1.22,7.67,86.74,5,16.5531,28
48832,0.77,9.39,767.03,3,38.5503,7
48833,1.28,6.74,632.93,9,28.0406,11
48834,7.16,13.99,83.68,7,9.3249,15
48835,3.5,10.81,763.33,5,27.8233,36
48836,1.73,2.68,196.36,17,2.5955,47
48837,7.29,7.87,170.68,13,9.7098,33
48838,0.5,9.95,295.54,3,12.6591,8
48839,2.37,8.1,333.38,5,2.2895,29
48840,0.84,8.95,745.41,4,39.9336,19
48841,1.59,6.61,450.55,5,3.0669,19
48842,1.19,11.07,1042.13,5,35.3967,22
48843,2.11,13.91,887.93,4,28.5265,19
48844,0.13,4.45,156.59,3,36.5827,6
48845,0.32,2.41,33.13,6,12.1218,18
48846,0.12,1.14,40.54,4,50.9127,9
48847,2.41,2.42,153.22,10,4.3066,35
48848,1.55,12.04,856.21,4,24.4453,11
48849,1.29,11.47,386,6,23.4772,21
48850,0.17,5.5,520.38,3,66.3651,5
48851,1.34,1.8,39.55,15,0.9828,45
48852,1,7.47,69.12,7,11.9024,21
48853,0.66,11.42,939.43,3,61.5239,16
48854,4.46,12.57,839.76,8,30.4208,25
48855,1.15,7.89,223.26,4,17.3974,20
48856,0.14,2.98,111.03,4,8.6427,3
48857,2.64,13.69,357.95,4,17.6017,35
48858,0.9,10.45,380.11,4,34.6411,16
48859,1.03,8.17,296.4,4,35.2205,11
48860,0.42,1.88,145.32,5,23.9923,12
48861,0.98,5.65,417.06,3,21.5852,11
48862,4.68,6.85,476.29,7,8.8,56
48863,14.4,13.41,181.84,10,2.4166,26
48864,8.49,11.56,727.16,6,20.1822,42
48865,0.38,2.83,216.16,4,10.6785,8
48866,1.18,10.22,972.31,6,30.5401,21
48867,0.62,9.14,53.5,3,31.419,6
48868,0.69,8.29,48.64,4,29.7948,12
48869,0.79,9.09,77.38,4,13.8674,5
48870,0.75,5.87,155.81,3,44.2288,12
48871,0.76,3.56,236.67,4,17.0766,39
48872,0.68,5.5,121.67,6,25.0457,24
48873,0.78,1.4,31,9,6.9606,62
48874,0.42,6.72,270.45,4,36.7337,7
48875,1.11,7.8,584.17,4,36.4754,12
48876,0.31,2.13,97.38,3,0.8354,15
48877,0.28,5.09,505,4,27.002,14
48878,0.54,4.58,30.64,4,1.5819,11
48879,5.76,6,137.77,13,3.6255,68
48880,1.58,8.43,61.77,3,22.7832,12
48881,0.44,1.45,133.7,10,5.0374,35
48882,0.16,2.82,229.16,3,57.1792,8
48883,0.61,3.75,74.53,4,12.7189,24
48884,0.71,6.67,47.08,6,32.0495,10
48885,0.75,13.35,94.77,4,1.7445,4
48886,0.86,9.82,125.53,3,1.6332,14
48887,2.04,6.24,43.41,7,21.2407,35
48888,3.7,11.07,308.52,10,3.6683,35
48889,2.03,8.73,419.42,6,40.2413,24
48890,0.17,3.38,126.69,3,40.174,9
48891,0.81,10.15,138.66,4,13.0393,13
48892,0.97,6.31,78.63,5,8.7542,16
48893,1.1,13.25,61.23,5,35.7434,22
48894,3.95,10.62,43.39,6,9.702,33
48895,0.35,8.6,266.63,4,52.3903,12
48896,0.57,10.75,711.54,3,45.9327,14
48897,0.8,8.39,38.85,4,31.5034,16
48898,1.33,9.46,186.64,3,35.6573,6
48899,1.33,6.95,301.87,3,27.0421,16
48900,1.5,5.58,293.32,6,25.388,14
48901,0.88,6.77,51.63,4,32.8182,21
48902,1.57,11.2,762.44,4,19.465,12
48903,1.01,9.94,739.62,4,2.9878,15
48904,0.48,3.23,123.95,4,23.9144,29
48905,0.35,2.84,14.2,6,7.3986,32
48906,3.01,3.19,289,14,4.1456,51
48907,1.67,12.87,1204.06,3,54.46,20
48908,1.29,13.04,1297.48,6,9.0631,21
48909,1.05,7.85,768.15,4,33.7725,7
48910,2.4,3.48,50.07,13,1.9665,24
48911,0.38,4.32,229.81,5,27.4073,22
48912,0.19,2.92,174.32,5,17.7212,7
48913,5.53,11.34,452.74,8,19.6392,42
48914,0.28,3.12,158.86,6,8.2301,23
48915,0.68,12.15,438.17,4,15.7421,10
48916,0.79,10.76,258.41,4,37.2641,5
48917,0.69,1.78,20.36,7,16.1123,18
48918,0.81,1.55,95.45,12,5.2988,12
48919,2.36,4.61,321.78,6,12.7823,50
48920,0.63,4.96,120.77,6,3.7581,18
48921,0.39,5.94,589.87,3,10.0663,13
48922,1.7,10.7,1036.08,4,68.7002,10
48923,0.08,1.56,96.74,3,17.2837,14
48924,1.37,9.07,619.64,6,20.7436,31
48925,1.4,12.04,89.81,5,11.1515,21
48926,0.11,1.09,6.39,4,24.9154,15
48927,1.04,8.96,607.91,6,26.5748,24
48928,4.91,4.81,167.89,11,8.6824,33
48929,0.83,12.64,543.25,5,35.5116,7
48930,0.14,2.36,72.6,4,11.2924,9
48931,5.69,11.73,465,6,3.3872,33
48932,0.91,11.87,720.72,6,12.8473,10
48933,0.27,1.8,35.46,5,2.8027,24
48934,3.25,8.58,230.01,9,18.1637,27
48935,0.42,1.46,106.49,6,2.4649,35
48936,7.37,13.91,143.17,7,5.1651,49
48937,0.4,3.12,66.48,4,22.3633,26
48938,0.48,2.97,54.55,5,11.8404,33
48939,0.48,5.98,241.12,4,29.8481,8
48940,0.57,8.06,208.88,5,34.0106,14
48941,0.22,7.98,291.15,3,67.0949,3
48942,0.46,11.41,142.99,4,17.7751,14
48943,0.47,6,30.36,6,14.7856,10
48944,1.59,6.23,142.01,4,23.1026,33
48945,0.88,13.73,1216.43,4,46.8167,6
48946,1.03,8.32,649.1,5,29.101,26
48947,0.23,7.13,87.84,4,32.7385,10
